ID,First_Name,Last_Name,Legacy_Intent_Binary,Lifetime_Giving,Rating,Primary_Constituent_Type,Prospect_Stage,Geographic_Region,Engagement_Score,Estimated_Age
13961,Donor_13961,Smith,0,28359,L,Parent,Qualification,Midwest,53,32
2525,Donor_2525,Smith,0,26001,L,Parent,Identification,Midwest,79,61
12125,Donor_12125,Smith,0,16283,P,Parent,Cultivation,Southeast,59,26
32310,Donor_32310,Smith,0,12624,P,Parent,Identification,Midwest,43,72
36156,Donor_36156,Smith,0,42489,O,Friend,Cultivation,Northeast,48,26
28074,Donor_28074,Smith,0,14021,L,Alum,Identification,Southeast,8,29
5724,Donor_5724,Smith,0,44854,P,Alum,Identification,Midwest,11,27
22541,Donor_22541,Smith,0,14363,P,Parent,Qualification,Midwest,17,31
42161,Donor_42161,Smith,0,10567,O,Friend,Cultivation,West Coast,55,33
47668,Legacy_2668,Johnson,1,544336,A,Regent,Stewardship,Southeast,78,51
34666,Donor_34666,Smith,0,32091,K,Alum,Identification,Midwest,73,50
49605,Legacy_4605,Johnson,1,258464,A,Trustee,Solicitation,Southeast,73,57
21881,Donor_21881,Smith,0,42452,O,Friend,Identification,Southeast,34,79
11239,Donor_11239,Smith,0,14940,K,Friend,Qualification,Northeast,66,29
48901,Legacy_3901,Johnson,1,734751,E,Trustee,Cultivation,Northeast,66,53
43065,Donor_43065,Smith,0,6571,P,Parent,Identification,Southeast,22,52
38108,Donor_38108,Smith,0,7082,L,Friend,Identification,Midwest,66,47
5265,Donor_5265,Smith,0,5467,P,Friend,Cultivation,Midwest,56,50
40193,Donor_40193,Smith,0,47109,L,Friend,Cultivation,Midwest,8,58
17153,Donor_17153,Smith,0,26195,O,Parent,Identification,Southeast,10,25
20826,Donor_20826,Smith,0,17810,K,Alum,Identification,West Coast,28,38
34905,Donor_34905,Smith,0,13486,O,Friend,Identification,Southeast,81,69
41271,Donor_41271,Smith,0,44759,N,Parent,Identification,West Coast,59,33
27775,Donor_27775,Smith,0,49798,P,Friend,Cultivation,Northeast,30,51
18723,Donor_18723,Smith,0,7713,L,Parent,Identification,West Coast,69,74
25437,Donor_25437,Smith,0,8649,M,Alum,Cultivation,Midwest,44,78
49965,Legacy_4965,Johnson,1,530521,F,Regent,Cultivation,West Coast,72,48
39188,Donor_39188,Smith,0,4805,M,Alum,Qualification,Midwest,61,84
36467,Donor_36467,Smith,0,38329,K,Friend,Identification,Southeast,83,67
32998,Donor_32998,Smith,0,27912,M,Friend,Qualification,Northeast,42,84
41740,Donor_41740,Smith,0,21354,M,Alum,Cultivation,Midwest,51,33
44175,Donor_44175,Smith,0,15563,M,Parent,Cultivation,Southeast,72,80
22732,Donor_22732,Smith,0,1571,P,Parent,Cultivation,West Coast,67,55
5100,Donor_5100,Smith,0,4375,P,Friend,Qualification,West Coast,54,82
31968,Donor_31968,Smith,0,43339,N,Alum,Identification,West Coast,81,57
6549,Donor_6549,Smith,0,35477,K,Friend,Identification,Northeast,63,71
36625,Donor_36625,Smith,0,14758,P,Alum,Identification,Southeast,4,34
48962,Legacy_3962,Johnson,1,249304,C,Regent,Solicitation,Northeast,87,51
49128,Legacy_4128,Johnson,1,658741,D,Regent,Cultivation,Southeast,66,47
382,Donor_382,Smith,0,18970,K,Alum,Qualification,Northeast,43,43
36780,Donor_36780,Smith,0,17286,L,Friend,Qualification,Midwest,86,31
22641,Donor_22641,Smith,0,12390,O,Parent,Identification,West Coast,30,48
8079,Donor_8079,Smith,0,695,K,Parent,Cultivation,Northeast,34,39
9969,Donor_9969,Smith,0,39113,N,Alum,Cultivation,Southeast,27,84
41956,Donor_41956,Smith,0,40047,L,Alum,Identification,Northeast,82,32
39857,Donor_39857,Smith,0,48464,K,Friend,Cultivation,Southeast,19,39
39403,Donor_39403,Smith,0,27568,L,Parent,Cultivation,Southeast,31,85
3418,Donor_3418,Smith,0,892,M,Parent,Identification,West Coast,34,79
25893,Donor_25893,Smith,0,40225,O,Alum,Cultivation,Southeast,42,57
27558,Donor_27558,Smith,0,40421,K,Parent,Identification,Southeast,86,46
32945,Donor_32945,Smith,0,18056,K,Friend,Identification,Northeast,6,61
7077,Donor_7077,Smith,0,4995,K,Friend,Cultivation,Northeast,18,41
40794,Donor_40794,Smith,0,10640,L,Alum,Cultivation,Midwest,6,56
23257,Donor_23257,Smith,0,1767,L,Parent,Identification,Southeast,20,35
25778,Donor_25778,Smith,0,24099,L,Friend,Cultivation,West Coast,85,40
38963,Donor_38963,Smith,0,19117,P,Alum,Qualification,West Coast,20,77
34254,Donor_34254,Smith,0,29208,P,Alum,Identification,Northeast,88,33
12868,Donor_12868,Smith,0,14621,L,Alum,Identification,Midwest,51,35
13177,Donor_13177,Smith,0,42985,O,Parent,Identification,Midwest,28,65
17226,Donor_17226,Smith,0,21378,M,Alum,Cultivation,West Coast,96,43
465,Donor_465,Smith,0,23587,M,Alum,Identification,Northeast,24,52
42926,Donor_42926,Smith,0,5519,O,Alum,Qualification,Midwest,46,66
23022,Donor_23022,Smith,0,44421,P,Friend,Identification,Midwest,91,38
48119,Legacy_3119,Johnson,1,473024,B,Alum,Cultivation,Northeast,88,48
21809,Donor_21809,Smith,0,40191,K,Friend,Identification,Southeast,99,76
10933,Donor_10933,Smith,0,19286,N,Alum,Qualification,Northeast,6,81
692,Donor_692,Smith,0,34801,L,Alum,Cultivation,Northeast,81,71
16034,Donor_16034,Smith,0,18401,K,Friend,Cultivation,Northeast,84,69
31686,Donor_31686,Smith,0,36588,K,Parent,Identification,Northeast,26,34
13420,Donor_13420,Smith,0,29099,N,Friend,Cultivation,Northeast,15,35
33027,Donor_33027,Smith,0,14934,O,Parent,Identification,West Coast,76,45
1105,Donor_1105,Smith,0,46670,O,Parent,Qualification,Midwest,5,27
37019,Donor_37019,Smith,0,18489,O,Friend,Identification,West Coast,88,65
1060,Donor_1060,Smith,0,33160,K,Parent,Cultivation,Southeast,25,46
4902,Donor_4902,Smith,0,30932,O,Alum,Qualification,West Coast,32,82
21031,Donor_21031,Smith,0,20655,N,Friend,Qualification,West Coast,77,63
24035,Donor_24035,Smith,0,22761,P,Alum,Qualification,Northeast,100,48
26497,Donor_26497,Smith,0,40626,N,Parent,Cultivation,Northeast,13,52
33254,Donor_33254,Smith,0,46915,L,Friend,Cultivation,Midwest,30,40
29910,Donor_29910,Smith,0,12006,L,Alum,Identification,Southeast,31,79
26890,Donor_26890,Smith,0,9058,N,Alum,Cultivation,Midwest,31,29
12149,Donor_12149,Smith,0,4183,K,Alum,Identification,Southeast,77,47
19674,Donor_19674,Smith,0,25346,P,Parent,Qualification,West Coast,72,70
1250,Donor_1250,Smith,0,7837,M,Friend,Cultivation,Northeast,34,35
23231,Donor_23231,Smith,0,14305,N,Alum,Qualification,Midwest,19,70
40843,Donor_40843,Smith,0,30772,O,Parent,Cultivation,Southeast,80,68
4369,Donor_4369,Smith,0,19547,P,Alum,Qualification,Midwest,36,79
5942,Donor_5942,Smith,0,19465,M,Friend,Cultivation,Midwest,96,67
29694,Donor_29694,Smith,0,24818,O,Alum,Identification,West Coast,73,73
33412,Donor_33412,Smith,0,39093,O,Friend,Cultivation,West Coast,26,48
14301,Donor_14301,Smith,0,31740,N,Parent,Identification,West Coast,28,64
14647,Donor_14647,Smith,0,12025,L,Alum,Qualification,Northeast,4,46
10532,Donor_10532,Smith,0,32551,O,Friend,Cultivation,Southeast,18,85
24492,Donor_24492,Smith,0,31842,O,Friend,Identification,Midwest,58,26
31690,Donor_31690,Smith,0,22027,L,Alum,Cultivation,Southeast,85,62
14858,Donor_14858,Smith,0,43518,K,Friend,Identification,Southeast,94,56
31895,Donor_31895,Smith,0,15973,O,Friend,Cultivation,West Coast,75,41
41504,Donor_41504,Smith,0,37395,O,Parent,Cultivation,Northeast,42,50
11602,Donor_11602,Smith,0,30022,M,Parent,Identification,Northeast,38,83
43636,Donor_43636,Smith,0,17062,K,Alum,Qualification,West Coast,91,49
22115,Donor_22115,Smith,0,47364,P,Alum,Identification,Midwest,83,41
37873,Donor_37873,Smith,0,28527,N,Friend,Identification,Midwest,44,66
49366,Legacy_4366,Johnson,1,588790,E,Trustee,Solicitation,Northeast,68,47
18962,Donor_18962,Smith,0,12257,N,Friend,Identification,West Coast,15,37
13747,Donor_13747,Smith,0,47026,L,Parent,Identification,West Coast,4,29
17053,Donor_17053,Smith,0,24209,K,Parent,Qualification,Midwest,28,57
32702,Donor_32702,Smith,0,40357,L,Friend,Identification,Southeast,83,68
25518,Donor_25518,Smith,0,46357,K,Alum,Identification,Midwest,45,63
25799,Donor_25799,Smith,0,47469,O,Parent,Qualification,Northeast,9,37
39548,Donor_39548,Smith,0,38387,L,Friend,Qualification,West Coast,49,78
27888,Donor_27888,Smith,0,36555,M,Alum,Qualification,Midwest,87,66
5882,Donor_5882,Smith,0,43647,L,Alum,Cultivation,West Coast,93,69
14170,Donor_14170,Smith,0,761,O,Alum,Identification,Midwest,15,66
35026,Donor_35026,Smith,0,41525,L,Parent,Identification,Midwest,20,64
21875,Donor_21875,Smith,0,35735,M,Alum,Cultivation,Southeast,93,59
36132,Donor_36132,Smith,0,35779,M,Alum,Qualification,Southeast,27,68
43478,Donor_43478,Smith,0,6530,P,Parent,Qualification,Northeast,28,72
14248,Donor_14248,Smith,0,11167,K,Friend,Qualification,Southeast,61,48
9678,Donor_9678,Smith,0,5037,N,Friend,Identification,Midwest,48,47
35022,Donor_35022,Smith,0,10536,N,Friend,Qualification,Southeast,96,31
4098,Donor_4098,Smith,0,30667,K,Parent,Identification,West Coast,4,60
25620,Donor_25620,Smith,0,13261,M,Parent,Qualification,Southeast,57,47
26121,Donor_26121,Smith,0,20953,M,Friend,Identification,Midwest,41,51
15522,Donor_15522,Smith,0,24754,M,Friend,Identification,West Coast,64,67
17549,Donor_17549,Smith,0,2937,L,Friend,Identification,Southeast,83,74
48739,Legacy_3739,Johnson,1,499874,C,Trustee,Solicitation,Midwest,66,62
46897,Legacy_1897,Johnson,1,903686,E,Alum,Cultivation,Southeast,70,70
33232,Donor_33232,Smith,0,43915,K,Alum,Cultivation,Southeast,72,27
18593,Donor_18593,Smith,0,942,P,Friend,Qualification,Southeast,61,53
49480,Legacy_4480,Johnson,1,509497,E,Alum,Solicitation,Northeast,84,54
44717,Donor_44717,Smith,0,27665,M,Parent,Cultivation,Southeast,50,36
45868,Legacy_868,Johnson,1,473249,F,Regent,Stewardship,Northeast,95,67
9414,Donor_9414,Smith,0,44726,O,Alum,Identification,Midwest,57,38
21382,Donor_21382,Smith,0,17964,K,Friend,Cultivation,Midwest,70,55
36754,Donor_36754,Smith,0,13768,M,Alum,Identification,Northeast,36,29
25280,Donor_25280,Smith,0,39523,L,Parent,Identification,Midwest,82,49
38235,Donor_38235,Smith,0,36599,L,Parent,Cultivation,West Coast,10,55
8278,Donor_8278,Smith,0,33791,P,Friend,Qualification,Midwest,25,30
26929,Donor_26929,Smith,0,18333,M,Friend,Qualification,Southeast,69,26
41739,Donor_41739,Smith,0,12797,L,Alum,Identification,Northeast,31,36
3761,Donor_3761,Smith,0,45284,N,Parent,Qualification,West Coast,14,64
15318,Donor_15318,Smith,0,24825,P,Parent,Cultivation,West Coast,79,67
17410,Donor_17410,Smith,0,42032,L,Friend,Identification,Northeast,79,37
42783,Donor_42783,Smith,0,9267,L,Alum,Identification,Southeast,79,57
16362,Donor_16362,Smith,0,8570,M,Friend,Cultivation,West Coast,25,45
27390,Donor_27390,Smith,0,17580,K,Alum,Identification,West Coast,67,75
35064,Donor_35064,Smith,0,33022,K,Alum,Qualification,West Coast,71,64
3780,Donor_3780,Smith,0,19295,M,Parent,Identification,Midwest,65,78
41228,Donor_41228,Smith,0,41928,K,Alum,Cultivation,Southeast,43,51
36940,Donor_36940,Smith,0,40981,M,Friend,Cultivation,West Coast,27,72
33614,Donor_33614,Smith,0,41447,M,Alum,Cultivation,Northeast,4,28
46111,Legacy_1111,Johnson,1,803816,B,Regent,Solicitation,West Coast,90,47
9781,Donor_9781,Smith,0,44389,N,Parent,Qualification,Midwest,19,53
9940,Donor_9940,Smith,0,49460,K,Parent,Qualification,West Coast,44,78
23396,Donor_23396,Smith,0,48438,N,Alum,Identification,Southeast,11,35
25508,Donor_25508,Smith,0,3519,N,Alum,Qualification,West Coast,49,65
32001,Donor_32001,Smith,0,17238,M,Friend,Qualification,Southeast,57,67
33670,Donor_33670,Smith,0,47570,O,Friend,Qualification,Southeast,58,68
46370,Legacy_1370,Johnson,1,376742,B,Regent,Solicitation,West Coast,72,55
32734,Donor_32734,Smith,0,8740,O,Parent,Cultivation,Midwest,96,37
39113,Donor_39113,Smith,0,44505,K,Alum,Qualification,Southeast,26,52
9953,Donor_9953,Smith,0,48438,P,Friend,Qualification,Southeast,13,43
4208,Donor_4208,Smith,0,43659,K,Friend,Qualification,West Coast,76,54
19666,Donor_19666,Smith,0,45181,L,Parent,Cultivation,Northeast,2,40
43223,Donor_43223,Smith,0,4189,L,Friend,Identification,Northeast,15,63
12556,Donor_12556,Smith,0,29101,P,Friend,Cultivation,Northeast,45,65
4457,Donor_4457,Smith,0,11481,O,Parent,Qualification,Southeast,28,44
11858,Donor_11858,Smith,0,19604,K,Alum,Identification,Northeast,4,42
41037,Donor_41037,Smith,0,27464,L,Friend,Cultivation,Northeast,8,33
42610,Donor_42610,Smith,0,33240,M,Parent,Identification,Northeast,69,72
30596,Donor_30596,Smith,0,40002,P,Friend,Identification,Midwest,62,39
48081,Legacy_3081,Johnson,1,401632,C,Trustee,Solicitation,Midwest,97,72
44231,Donor_44231,Smith,0,36165,N,Friend,Cultivation,Southeast,35,27
7975,Donor_7975,Smith,0,34808,K,Parent,Identification,Midwest,19,47
28134,Donor_28134,Smith,0,46100,M,Friend,Qualification,West Coast,18,82
32815,Donor_32815,Smith,0,29439,L,Parent,Qualification,Northeast,13,34
35655,Donor_35655,Smith,0,39546,P,Alum,Identification,Southeast,77,55
2511,Donor_2511,Smith,0,1680,L,Friend,Identification,Northeast,81,85
14360,Donor_14360,Smith,0,46602,N,Alum,Qualification,Southeast,94,42
26518,Donor_26518,Smith,0,37782,N,Friend,Qualification,Southeast,94,26
34877,Donor_34877,Smith,0,25612,K,Alum,Qualification,Midwest,63,50
37416,Donor_37416,Smith,0,10143,N,Parent,Identification,West Coast,33,62
29594,Donor_29594,Smith,0,8958,O,Friend,Qualification,Midwest,90,56
33832,Donor_33832,Smith,0,47443,K,Friend,Qualification,Midwest,8,73
40340,Donor_40340,Smith,0,13510,N,Parent,Cultivation,West Coast,94,60
19862,Donor_19862,Smith,0,2145,K,Alum,Cultivation,West Coast,87,27
2003,Donor_2003,Smith,0,11208,L,Parent,Cultivation,Midwest,91,63
31087,Donor_31087,Smith,0,41178,P,Friend,Identification,Midwest,5,70
5909,Donor_5909,Smith,0,23078,N,Alum,Identification,Northeast,17,65
11740,Donor_11740,Smith,0,450,K,Friend,Qualification,West Coast,79,52
46422,Legacy_1422,Johnson,1,901869,A,Regent,Solicitation,West Coast,97,57
45788,Legacy_788,Johnson,1,144265,F,Regent,Stewardship,Southeast,92,77
8217,Donor_8217,Smith,0,16858,L,Parent,Cultivation,Midwest,98,67
6829,Donor_6829,Smith,0,32526,K,Alum,Qualification,West Coast,62,36
13223,Donor_13223,Smith,0,34992,L,Friend,Identification,Midwest,76,42
21476,Donor_21476,Smith,0,7225,M,Parent,Cultivation,Southeast,46,42
17369,Donor_17369,Smith,0,40198,N,Alum,Identification,Southeast,50,74
30080,Donor_30080,Smith,0,17681,M,Alum,Cultivation,Northeast,96,70
48746,Legacy_3746,Johnson,1,95060,E,Trustee,Stewardship,Southeast,78,65
25794,Donor_25794,Smith,0,10422,K,Parent,Cultivation,Southeast,81,47
37436,Donor_37436,Smith,0,16189,M,Alum,Cultivation,West Coast,50,68
10579,Donor_10579,Smith,0,45608,P,Parent,Qualification,Southeast,35,25
42778,Donor_42778,Smith,0,42802,L,Parent,Qualification,Northeast,2,70
33883,Donor_33883,Smith,0,18804,O,Alum,Identification,Northeast,86,42
32965,Donor_32965,Smith,0,6662,K,Parent,Cultivation,Northeast,46,71
255,Donor_255,Smith,0,9597,M,Alum,Identification,Southeast,98,73
20607,Donor_20607,Smith,0,4396,K,Alum,Identification,Midwest,72,53
41493,Donor_41493,Smith,0,37936,O,Friend,Qualification,Midwest,95,46
12781,Donor_12781,Smith,0,44696,L,Parent,Qualification,Northeast,25,78
29313,Donor_29313,Smith,0,22832,O,Alum,Qualification,West Coast,76,36
8111,Donor_8111,Smith,0,46629,O,Alum,Identification,Northeast,36,52
18116,Donor_18116,Smith,0,8354,O,Friend,Cultivation,West Coast,22,72
31451,Donor_31451,Smith,0,37881,L,Alum,Qualification,Southeast,45,42
40515,Donor_40515,Smith,0,9005,N,Friend,Qualification,West Coast,93,60
5821,Donor_5821,Smith,0,41628,K,Friend,Cultivation,Southeast,74,83
5402,Donor_5402,Smith,0,8086,O,Alum,Cultivation,Midwest,72,61
23203,Donor_23203,Smith,0,3344,M,Friend,Cultivation,Northeast,87,34
26471,Donor_26471,Smith,0,4721,M,Friend,Cultivation,Northeast,41,47
16695,Donor_16695,Smith,0,25339,N,Parent,Identification,West Coast,74,52
33586,Donor_33586,Smith,0,7849,M,Parent,Qualification,Midwest,63,48
25178,Donor_25178,Smith,0,14461,N,Parent,Cultivation,West Coast,50,76
40453,Donor_40453,Smith,0,1376,O,Alum,Qualification,Northeast,16,39
35417,Donor_35417,Smith,0,25062,N,Friend,Cultivation,West Coast,12,51
43245,Donor_43245,Smith,0,5133,K,Alum,Cultivation,Southeast,19,74
24586,Donor_24586,Smith,0,40148,M,Alum,Cultivation,West Coast,19,78
33737,Donor_33737,Smith,0,35207,N,Parent,Identification,Northeast,43,27
44524,Donor_44524,Smith,0,6019,N,Friend,Qualification,West Coast,2,53
11022,Donor_11022,Smith,0,47043,L,Friend,Identification,Midwest,49,46
29966,Donor_29966,Smith,0,49233,M,Parent,Identification,Northeast,85,27
44909,Donor_44909,Smith,0,22665,K,Friend,Qualification,Midwest,84,57
41246,Donor_41246,Smith,0,3927,M,Alum,Cultivation,Northeast,79,71
17073,Donor_17073,Smith,0,46827,P,Alum,Cultivation,Midwest,23,62
19355,Donor_19355,Smith,0,541,K,Alum,Identification,Northeast,49,50
6015,Donor_6015,Smith,0,22129,P,Parent,Qualification,Midwest,15,38
16118,Donor_16118,Smith,0,19511,O,Alum,Qualification,Midwest,15,49
35536,Donor_35536,Smith,0,31989,L,Friend,Cultivation,Northeast,53,60
15511,Donor_15511,Smith,0,34644,O,Friend,Identification,Northeast,93,72
31312,Donor_31312,Smith,0,7426,P,Parent,Qualification,Southeast,98,37
26955,Donor_26955,Smith,0,27326,O,Friend,Identification,Midwest,68,83
49964,Legacy_4964,Johnson,1,40249,D,Trustee,Stewardship,Southeast,72,46
29940,Donor_29940,Smith,0,12896,P,Parent,Identification,West Coast,55,30
29281,Donor_29281,Smith,0,43628,O,Alum,Cultivation,West Coast,82,67
4432,Donor_4432,Smith,0,8590,L,Parent,Identification,Midwest,65,48
28919,Donor_28919,Smith,0,17614,K,Parent,Identification,Midwest,41,83
18344,Donor_18344,Smith,0,47154,O,Alum,Cultivation,Midwest,22,38
30539,Donor_30539,Smith,0,24218,P,Parent,Cultivation,West Coast,63,43
43288,Donor_43288,Smith,0,23886,O,Friend,Qualification,Midwest,11,76
36807,Donor_36807,Smith,0,16189,O,Friend,Cultivation,West Coast,30,58
28930,Donor_28930,Smith,0,29344,N,Alum,Qualification,Northeast,61,27
38943,Donor_38943,Smith,0,16442,K,Friend,Identification,Southeast,83,40
14924,Donor_14924,Smith,0,37305,N,Parent,Identification,West Coast,84,40
38499,Donor_38499,Smith,0,45685,N,Friend,Qualification,West Coast,34,62
20449,Donor_20449,Smith,0,33416,M,Alum,Identification,West Coast,29,51
38278,Donor_38278,Smith,0,46401,K,Friend,Qualification,Southeast,5,31
26925,Donor_26925,Smith,0,29266,O,Alum,Identification,Midwest,78,58
32074,Donor_32074,Smith,0,35693,N,Friend,Identification,Southeast,30,56
47645,Legacy_2645,Johnson,1,559965,D,Trustee,Cultivation,Southeast,85,68
40693,Donor_40693,Smith,0,9251,M,Friend,Cultivation,Midwest,78,43
48306,Legacy_3306,Johnson,1,248329,C,Trustee,Cultivation,Northeast,81,71
48600,Legacy_3600,Johnson,1,376655,A,Regent,Solicitation,Midwest,79,49
37850,Donor_37850,Smith,0,20595,P,Friend,Cultivation,Midwest,67,75
10004,Donor_10004,Smith,0,34717,M,Friend,Identification,Southeast,19,80
46191,Legacy_1191,Johnson,1,955911,A,Regent,Stewardship,West Coast,95,77
1420,Donor_1420,Smith,0,33268,L,Friend,Cultivation,Midwest,78,79
16559,Donor_16559,Smith,0,37945,O,Friend,Cultivation,Southeast,82,76
4056,Donor_4056,Smith,0,21305,L,Friend,Qualification,Midwest,49,71
47200,Legacy_2200,Johnson,1,88690,A,Trustee,Cultivation,Southeast,76,74
35785,Donor_35785,Smith,0,13313,O,Alum,Cultivation,West Coast,24,30
18810,Donor_18810,Smith,0,9803,O,Alum,Identification,Midwest,66,51
38732,Donor_38732,Smith,0,30814,L,Friend,Qualification,West Coast,69,70
40854,Donor_40854,Smith,0,23279,K,Alum,Cultivation,Midwest,33,49
17924,Donor_17924,Smith,0,23263,N,Friend,Cultivation,West Coast,13,37
21226,Donor_21226,Smith,0,4726,N,Friend,Qualification,West Coast,78,43
42269,Donor_42269,Smith,0,1809,O,Parent,Qualification,Midwest,78,46
7221,Donor_7221,Smith,0,6431,O,Friend,Qualification,Northeast,94,40
3967,Donor_3967,Smith,0,39652,K,Friend,Identification,Midwest,25,57
20384,Donor_20384,Smith,0,25490,P,Alum,Qualification,Midwest,45,26
21775,Donor_21775,Smith,0,24021,M,Friend,Qualification,Northeast,46,37
9084,Donor_9084,Smith,0,26910,K,Friend,Qualification,Midwest,33,39
49484,Legacy_4484,Johnson,1,895138,F,Alum,Cultivation,Northeast,81,50
42673,Donor_42673,Smith,0,30278,O,Alum,Identification,Midwest,63,29
10062,Donor_10062,Smith,0,24982,N,Parent,Cultivation,Midwest,79,66
40788,Donor_40788,Smith,0,393,L,Alum,Cultivation,Midwest,38,71
35830,Donor_35830,Smith,0,24254,P,Friend,Cultivation,Northeast,8,51
24930,Donor_24930,Smith,0,40323,K,Parent,Identification,Northeast,78,30
26450,Donor_26450,Smith,0,47987,N,Parent,Identification,Northeast,17,71
34948,Donor_34948,Smith,0,7612,M,Alum,Qualification,Northeast,28,40
30480,Donor_30480,Smith,0,5383,O,Alum,Cultivation,Midwest,91,47
23975,Donor_23975,Smith,0,31756,M,Friend,Identification,Northeast,43,80
10746,Donor_10746,Smith,0,47082,M,Alum,Identification,Northeast,98,29
28990,Donor_28990,Smith,0,1238,L,Parent,Cultivation,Midwest,47,80
6955,Donor_6955,Smith,0,10891,O,Friend,Qualification,Northeast,12,70
39694,Donor_39694,Smith,0,14297,L,Alum,Cultivation,Midwest,45,66
24115,Donor_24115,Smith,0,829,N,Parent,Cultivation,Northeast,55,85
33551,Donor_33551,Smith,0,41652,N,Friend,Qualification,Midwest,53,58
19244,Donor_19244,Smith,0,37552,P,Alum,Qualification,Midwest,87,71
3523,Donor_3523,Smith,0,21991,M,Alum,Qualification,West Coast,21,38
49719,Legacy_4719,Johnson,1,592188,B,Trustee,Stewardship,West Coast,85,74
18854,Donor_18854,Smith,0,12320,P,Friend,Qualification,Midwest,57,77
46329,Legacy_1329,Johnson,1,476331,F,Trustee,Solicitation,Northeast,64,65
17287,Donor_17287,Smith,0,29570,L,Alum,Cultivation,Midwest,50,26
40425,Donor_40425,Smith,0,21087,M,Parent,Qualification,Midwest,56,57
22196,Donor_22196,Smith,0,26659,P,Alum,Identification,Northeast,32,51
2062,Donor_2062,Smith,0,11435,P,Alum,Qualification,Midwest,59,70
14869,Donor_14869,Smith,0,6453,K,Alum,Cultivation,West Coast,42,25
45221,Legacy_221,Johnson,1,628348,E,Trustee,Solicitation,Midwest,69,58
15478,Donor_15478,Smith,0,21254,P,Parent,Cultivation,Northeast,36,44
27653,Donor_27653,Smith,0,41224,K,Alum,Identification,Midwest,43,53
19525,Donor_19525,Smith,0,40098,K,Alum,Identification,West Coast,10,43
3939,Donor_3939,Smith,0,13696,M,Alum,Cultivation,Northeast,91,25
30240,Donor_30240,Smith,0,13563,N,Friend,Cultivation,Northeast,46,56
17545,Donor_17545,Smith,0,6868,N,Alum,Cultivation,Midwest,90,73
37810,Donor_37810,Smith,0,8377,M,Alum,Qualification,Northeast,37,34
13426,Donor_13426,Smith,0,42823,L,Parent,Identification,Southeast,72,44
22635,Donor_22635,Smith,0,1363,N,Alum,Qualification,West Coast,19,39
29166,Donor_29166,Smith,0,27517,M,Alum,Qualification,West Coast,57,55
30872,Donor_30872,Smith,0,19599,M,Friend,Cultivation,Southeast,49,74
5101,Donor_5101,Smith,0,11763,K,Friend,Identification,Southeast,52,76
34985,Donor_34985,Smith,0,46654,K,Parent,Qualification,West Coast,46,49
4252,Donor_4252,Smith,0,29182,M,Parent,Qualification,Northeast,99,56
19533,Donor_19533,Smith,0,43612,M,Parent,Qualification,Northeast,81,58
37512,Donor_37512,Smith,0,35381,M,Parent,Cultivation,Northeast,14,80
31576,Donor_31576,Smith,0,42747,O,Alum,Qualification,West Coast,38,72
24919,Donor_24919,Smith,0,25277,K,Friend,Identification,West Coast,42,75
24227,Donor_24227,Smith,0,5160,N,Alum,Qualification,West Coast,42,46
5074,Donor_5074,Smith,0,5371,O,Parent,Identification,Southeast,66,35
39791,Donor_39791,Smith,0,2620,N,Friend,Qualification,Midwest,67,61
19410,Donor_19410,Smith,0,36076,O,Alum,Qualification,Midwest,82,73
21623,Donor_21623,Smith,0,38337,O,Friend,Identification,Southeast,60,65
40004,Donor_40004,Smith,0,15136,N,Alum,Cultivation,Southeast,80,41
22281,Donor_22281,Smith,0,45098,L,Friend,Qualification,Midwest,20,51
18571,Donor_18571,Smith,0,3561,M,Alum,Cultivation,Midwest,7,28
18992,Donor_18992,Smith,0,19626,P,Friend,Qualification,Southeast,26,45
35836,Donor_35836,Smith,0,9983,P,Friend,Qualification,Midwest,76,57
15158,Donor_15158,Smith,0,41418,P,Alum,Qualification,Midwest,43,39
2238,Donor_2238,Smith,0,38808,O,Parent,Cultivation,West Coast,27,35
45107,Legacy_107,Johnson,1,998529,B,Regent,Solicitation,Northeast,60,55
36266,Donor_36266,Smith,0,21450,P,Friend,Qualification,West Coast,92,39
12600,Donor_12600,Smith,0,30642,L,Parent,Cultivation,Northeast,74,33
9982,Donor_9982,Smith,0,5312,L,Alum,Cultivation,Midwest,3,50
8090,Donor_8090,Smith,0,7688,M,Alum,Identification,Southeast,15,48
9728,Donor_9728,Smith,0,7649,L,Friend,Qualification,Southeast,79,27
5770,Donor_5770,Smith,0,34016,P,Parent,Identification,Midwest,94,66
34558,Donor_34558,Smith,0,2967,P,Parent,Cultivation,West Coast,89,62
7633,Donor_7633,Smith,0,49253,N,Alum,Cultivation,West Coast,83,61
27023,Donor_27023,Smith,0,34665,P,Friend,Identification,Southeast,42,74
2466,Donor_2466,Smith,0,16427,L,Friend,Cultivation,Midwest,43,70
3783,Donor_3783,Smith,0,24741,O,Friend,Qualification,Northeast,79,74
6295,Donor_6295,Smith,0,46551,P,Alum,Qualification,Midwest,81,85
7669,Donor_7669,Smith,0,22651,M,Parent,Identification,Northeast,43,64
22172,Donor_22172,Smith,0,6526,P,Parent,Qualification,West Coast,67,47
42685,Donor_42685,Smith,0,13603,M,Parent,Identification,Northeast,61,72
4730,Donor_4730,Smith,0,41823,N,Parent,Cultivation,Northeast,87,42
7908,Donor_7908,Smith,0,35615,M,Parent,Cultivation,Southeast,70,25
